Order ID,Product,Category,Quantity,Price,Region,Date
1405,Phone,Electronics,1,18716,East,2023-02-28 12:00:00
1406,Smartwatch,Accessories,3,26766,East,2023-02-28 13:00:00
1407,Smartwatch,Electronics,4,38729,South,2023-02-28 14:00:00
1408,Tablet,Electronics,2,46644,West,2023-02-28 15:00:00
1409,Tablet,Electronics,2,27666,West,2023-02-28 16:00:00
1410,Smartwatch,Electronics,3,31415,West,2023-02-28 17:00:00
1411,Phone,Electronics,3,42873,East,2023-02-28 18:00:00
1412,Laptop,Accessories,4,5154,West,2023-02-28 19:00:00
1413,Tablet,Electronics,1,2622,East,2023-02-28 20:00:00
1414,Phone,Accessories,3,37730,North,2023-02-28 21:00:00
1415,Laptop,Accessories,3,3677,North,2023-02-28 22:00:00
1416,Tablet,Accessories,2,39782,South,2023-02-28 23:00:00
1417,Phone,Accessories,2,13761,East,2023-03-01 00:00:00
1418,Smartwatch,Accessories,2,39750,South,2023-03-01 01:00:00
1419,Phone,Accessories,4,6832,South,2023-03-01 02:00:00
1420,Tablet,Electronics,1,34098,North,2023-03-01 03:00:00
1421,Laptop,Electronics,3,8413,West,2023-03-01 04:00:00
1422,Tablet,Accessories,4,46743,North,2023-03-01 05:00:00
1423,Headphones,Electronics,1,35324,North,2023-03-01 06:00:00
1424,Smartwatch,Accessories,1,41873,South,2023-03-01 07:00:00
1425,Headphones,Electronics,2,37546,East,2023-03-01 08:00:00
1426,Tablet,Electronics,1,8350,North,2023-03-01 09:00:00
1427,Tablet,Accessories,2,22225,North,2023-03-01 10:00:00
1428,Phone,Accessories,1,17828,North,2023-03-01 11:00:00
1429,Phone,Electronics,2,18559,West,2023-03-01 12:00:00
1430,Headphones,Electronics,3,39594,East,2023-03-01 13:00:00
1431,Phone,Electronics,2,36054,West,2023-03-01 14:00:00
1432,Phone,Electronics,4,32091,South,2023-03-01 15:00:00
1433,Headphones,Electronics,4,44148,South,2023-03-01 16:00:00
1434,Phone,Electronics,4,38208,East,2023-03-01 17:00:00
1435,Headphones,Accessories,3,1521,West,2023-03-01 18:00:00
1436,Laptop,Accessories,2,4232,South,2023-03-01 19:00:00
1437,Headphones,Electronics,4,28177,East,2023-03-01 20:00:00
1438,Phone,Electronics,1,7234,West,2023-03-01 21:00:00
1439,Smartwatch,Accessories,1,47328,West,2023-03-01 22:00:00
1440,Smartwatch,Electronics,2,48778,North,2023-03-01 23:00:00
1441,Headphones,Accessories,3,12195,East,2023-03-02 00:00:00
1442,Smartwatch,Accessories,3,14386,West,2023-03-02 01:00:00
1443,Smartwatch,Electronics,4,16237,South,2023-03-02 02:00:00
1444,Phone,Electronics,4,9486,North,2023-03-02 03:00:00
1445,Laptop,Accessories,4,33321,West,2023-03-02 04:00:00
1446,Laptop,Accessories,3,13597,North,2023-03-02 05:00:00
1447,Phone,Accessories,4,7259,North,2023-03-02 06:00:00
1448,Laptop,Accessories,4,16577,North,2023-03-02 07:00:00
1449,Headphones,Accessories,4,21560,West,2023-03-02 08:00:00
1450,Laptop,Electronics,4,12257,West,2023-03-02 09:00:00
1451,Smartwatch,Accessories,3,37535,West,2023-03-02 10:00:00
1452,Phone,Accessories,1,10932,East,2023-03-02 11:00:00
1453,Tablet,Accessories,2,48251,South,2023-03-02 12:00:00
1454,Smartwatch,Accessories,2,14058,West,2023-03-02 13:00:00
1455,Smartwatch,Electronics,2,22136,South,2023-03-02 14:00:00
1456,Headphones,Electronics,1,26200,North,2023-03-02 15:00:00
1457,Tablet,Electronics,3,15395,East,2023-03-02 16:00:00
1458,Headphones,Electronics,4,22482,West,2023-03-02 17:00:00
1459,Phone,Electronics,2,39593,South,2023-03-02 18:00:00
1460,Tablet,Electronics,1,8640,East,2023-03-02 19:00:00
1461,Phone,Accessories,4,2562,East,2023-03-02 20:00:00
1462,Laptop,Electronics,3,12468,West,2023-03-02 21:00:00
1463,Smartwatch,Accessories,4,18979,East,2023-03-02 22:00:00
1464,Laptop,Accessories,1,34757,South,2023-03-02 23:00:00
1465,Phone,Electronics,4,49394,East,2023-03-03 00:00:00
1466,Headphones,Electronics,2,26012,West,2023-03-03 01:00:00
1467,Smartwatch,Accessories,2,20239,East,2023-03-03 02:00:00
1468,Smartwatch,Electronics,3,26479,South,2023-03-03 03:00:00
1469,Tablet,Electronics,3,44713,West,2023-03-03 04:00:00
1470,Laptop,Accessories,1,45938,East,2023-03-03 05:00:00
1471,Phone,Accessories,2,31148,East,2023-03-03 06:00:00
1472,Phone,Accessories,4,17623,North,2023-03-03 07:00:00
1473,Phone,Accessories,2,15182,West,2023-03-03 08:00:00
1474,Phone,Accessories,3,48906,North,2023-03-03 09:00:00
1475,Headphones,Accessories,2,9036,West,2023-03-03 10:00:00
1476,Phone,Accessories,3,36109,South,2023-03-03 11:00:00
1477,Headphones,Electronics,2,12175,East,2023-03-03 12:00:00
1478,Headphones,Electronics,4,3268,West,2023-03-03 13:00:00
1479,Tablet,Electronics,3,38713,North,2023-03-03 14:00:00
1480,Tablet,Electronics,3,5957,East,2023-03-03 15:00:00
1481,Laptop,Electronics,1,36820,East,2023-03-03 16:00:00
1482,Phone,Electronics,4,30315,East,2023-03-03 17:00:00
1483,Headphones,Electronics,2,2183,South,2023-03-03 18:00:00
1484,Tablet,Accessories,1,24532,North,2023-03-03 19:00:00
1485,Phone,Electronics,2,40593,South,2023-03-03 20:00:00
1486,Tablet,Electronics,4,902,North,2023-03-03 21:00:00
1487,Tablet,Accessories,2,22666,South,2023-03-03 22:00:00
1488,Laptop,Accessories,1,37860,South,2023-03-03 23:00:00
1489,Headphones,Electronics,2,31289,West,2023-03-04 00:00:00
1490,Headphones,Accessories,3,6791,West,2023-03-04 01:00:00
1491,Tablet,Accessories,1,30929,North,2023-03-04 02:00:00
1492,Phone,Accessories,2,34976,West,2023-03-04 03:00:00
1493,Headphones,Accessories,2,15002,East,2023-03-04 04:00:00
1494,Laptop,Electronics,4,13919,West,2023-03-04 05:00:00
1495,Headphones,Accessories,1,21871,South,2023-03-04 06:00:00
1496,Laptop,Electronics,2,11818,South,2023-03-04 07:00:00
1497,Phone,Accessories,1,36795,West,2023-03-04 08:00:00
1498,Tablet,Electronics,3,26086,South,2023-03-04 09:00:00
1499,Phone,Electronics,2,40826,West,2023-03-04 10:00:00
1500,Phone,Accessories,1,37758,East,2023-03-04 11:00:00
1501,Laptop,Accessories,1,32162,South,2023-03-04 12:00:00
1502,Phone,Electronics,4,30827,West,2023-03-04 13:00:00
1503,Tablet,Accessories,2,28516,East,2023-03-04 14:00:00
1504,Headphones,Accessories,3,19785,South,2023-03-04 15:00:00
1505,Laptop,Electronics,2,33545,North,2023-03-04 16:00:00
1506,Laptop,Accessories,3,5521,North,2023-03-04 17:00:00
1507,Phone,Electronics,4,2704,West,2023-03-04 18:00:00
1508,Phone,Electronics,3,35061,West,2023-03-04 19:00:00
1509,Phone,Electronics,1,32932,South,2023-03-04 20:00:00
1510,Smartwatch,Accessories,3,6445,South,2023-03-04 21:00:00
1511,Tablet,Accessories,4,9777,West,2023-03-04 22:00:00
1512,Phone,Electronics,4,8696,West,2023-03-04 23:00:00
1513,Smartwatch,Accessories,4,4918,East,2023-03-05 00:00:00
1514,Laptop,Accessories,4,42045,West,2023-03-05 01:00:00
1515,Tablet,Accessories,1,17440,North,2023-03-05 02:00:00
1516,Smartwatch,Electronics,3,9286,South,2023-03-05 03:00:00
1517,Laptop,Electronics,1,48504,South,2023-03-05 04:00:00
1518,Headphones,Electronics,1,12144,South,2023-03-05 05:00:00
1519,Headphones,Electronics,4,9173,East,2023-03-05 06:00:00
1520,Tablet,Electronics,3,13016,West,2023-03-05 07:00:00
1521,Smartwatch,Accessories,3,35438,North,2023-03-05 08:00:00
1522,Smartwatch,Accessories,3,25760,East,2023-03-05 09:00:00
1523,Laptop,Electronics,3,49575,North,2023-03-05 10:00:00
1524,Headphones,Accessories,4,30565,North,2023-03-05 11:00:00
1525,Headphones,Electronics,4,42841,West,2023-03-05 12:00:00
1526,Phone,Accessories,1,37978,West,2023-03-05 13:00:00
1527,Smartwatch,Accessories,1,22275,North,2023-03-05 14:00:00
1528,Tablet,Electronics,1,21683,West,2023-03-05 15:00:00
1529,Headphones,Electronics,4,41125,West,2023-03-05 16:00:00
1530,Tablet,Accessories,1,43008,North,2023-03-05 17:00:00
1531,Tablet,Accessories,2,15004,East,2023-03-05 18:00:00
1532,Phone,Electronics,2,41416,West,2023-03-05 19:00:00
1533,Headphones,Accessories,3,14661,South,2023-03-05 20:00:00
1534,Tablet,Electronics,2,27298,North,2023-03-05 21:00:00
1535,Headphones,Accessories,3,43115,North,2023-03-05 22:00:00
1536,Phone,Accessories,2,37920,East,2023-03-05 23:00:00
1537,Laptop,Accessories,1,11359,North,2023-03-06 00:00:00
1538,Laptop,Electronics,4,49247,West,2023-03-06 01:00:00
1539,Laptop,Electronics,4,29449,East,2023-03-06 02:00:00
1540,Tablet,Electronics,1,49252,North,2023-03-06 03:00:00
1541,Tablet,Electronics,2,21142,South,2023-03-06 04:00:00
1542,Tablet,Electronics,2,40689,West,2023-03-06 05:00:00
1543,Headphones,Accessories,4,44640,North,2023-03-06 06:00:00
1544,Smartwatch,Electronics,4,540,West,2023-03-06 07:00:00
1545,Headphones,Accessories,4,21777,South,2023-03-06 08:00:00
1546,Laptop,Accessories,1,3920,North,2023-03-06 09:00:00
1547,Smartwatch,Accessories,4,47227,East,2023-03-06 10:00:00
1548,Phone,Accessories,4,17611,North,2023-03-06 11:00:00
1549,Smartwatch,Electronics,2,15542,West,2023-03-06 12:00:00
1550,Phone,Electronics,2,19326,South,2023-03-06 13:00:00
1551,Tablet,Accessories,4,3145,North,2023-03-06 14:00:00
1552,Laptop,Electronics,1,30492,West,2023-03-06 15:00:00
1553,Tablet,Electronics,3,34810,West,2023-03-06 16:00:00
1554,Headphones,Accessories,2,3014,East,2023-03-06 17:00:00
1555,Tablet,Electronics,4,24196,North,2023-03-06 18:00:00
1556,Tablet,Electronics,3,14975,South,2023-03-06 19:00:00
1557,Smartwatch,Accessories,2,42145,East,2023-03-06 20:00:00
1558,Phone,Electronics,1,24716,North,2023-03-06 21:00:00
1559,Laptop,Electronics,4,42415,West,2023-03-06 22:00:00
1560,Tablet,Electronics,1,18999,East,2023-03-06 23:00:00
1561,Tablet,Electronics,2,26079,East,2023-03-07 00:00:00
1562,Phone,Accessories,4,29266,West,2023-03-07 01:00:00
1563,Headphones,Accessories,2,35233,West,2023-03-07 02:00:00
1564,Headphones,Accessories,1,14940,North,2023-03-07 03:00:00
1565,Smartwatch,Electronics,2,43259,West,2023-03-07 04:00:00
1566,Phone,Electronics,2,8438,East,2023-03-07 05:00:00
1567,Tablet,Electronics,3,37308,South,2023-03-07 06:00:00
1568,Headphones,Electronics,4,49445,South,2023-03-07 07:00:00
1569,Headphones,Electronics,4,24684,East,2023-03-07 08:00:00
1570,Laptop,Electronics,2,22929,North,2023-03-07 09:00:00
1571,Laptop,Accessories,2,48890,East,2023-03-07 10:00:00
1572,Smartwatch,Accessories,1,10280,East,2023-03-07 11:00:00
1573,Headphones,Accessories,4,4686,East,2023-03-07 12:00:00
1574,Headphones,Electronics,4,40181,South,2023-03-07 13:00:00
1575,Phone,Electronics,3,18652,East,2023-03-07 14:00:00
1576,Laptop,Electronics,4,31838,South,2023-03-07 15:00:00
1577,Laptop,Accessories,1,817,West,2023-03-07 16:00:00
1578,Headphones,Accessories,3,20801,East,2023-03-07 17:00:00
1579,Smartwatch,Accessories,4,41890,East,2023-03-07 18:00:00
1580,Headphones,Accessories,4,28649,North,2023-03-07 19:00:00
1581,Tablet,Accessories,4,22716,East,2023-03-07 20:00:00
1582,Laptop,Electronics,1,13625,South,2023-03-07 21:00:00
1583,Laptop,Electronics,1,23871,East,2023-03-07 22:00:00
1584,Phone,Electronics,3,34579,West,2023-03-07 23:00:00
1585,Smartwatch,Accessories,4,18454,East,2023-03-08 00:00:00
1586,Phone,Electronics,2,27700,South,2023-03-08 01:00:00
1587,Laptop,Electronics,3,8178,West,2023-03-08 02:00:00
1588,Smartwatch,Accessories,1,39840,South,2023-03-08 03:00:00
1589,Headphones,Accessories,2,35144,East,2023-03-08 04:00:00
1590,Headphones,Accessories,3,32386,East,2023-03-08 05:00:00
1591,Smartwatch,Accessories,2,34902,West,2023-03-08 06:00:00
1592,Tablet,Electronics,4,42513,East,2023-03-08 07:00:00
1593,Headphones,Electronics,1,46417,South,2023-03-08 08:00:00
1594,Phone,Accessories,1,27946,North,2023-03-08 09:00:00
1595,Headphones,Accessories,3,22289,North,2023-03-08 10:00:00
1596,Headphones,Accessories,1,41333,East,2023-03-08 11:00:00
1597,Tablet,Accessories,3,20157,South,2023-03-08 12:00:00
1598,Headphones,Accessories,1,15391,West,2023-03-08 13:00:00
1599,Phone,Electronics,1,6120,North,2023-03-08 14:00:00
1600,Phone,Electronics,4,22512,North,2023-03-08 15:00:00
1601,Phone,Electronics,3,5009,East,2023-03-08 16:00:00
1602,Laptop,Electronics,1,22165,North,2023-03-08 17:00:00
1603,Headphones,Electronics,3,35774,North,2023-03-08 18:00:00
1604,Headphones,Accessories,2,29235,North,2023-03-08 19:00:00
1605,Smartwatch,Accessories,4,38309,North,2023-03-08 20:00:00
1606,Tablet,Accessories,2,39040,South,2023-03-08 21:00:00
1607,Laptop,Electronics,1,14970,North,2023-03-08 22:00:00
1608,Headphones,Electronics,1,28602,South,2023-03-08 23:00:00
1609,Phone,Electronics,2,31214,East,2023-03-09 00:00:00
1610,Laptop,Electronics,2,30226,South,2023-03-09 01:00:00
1611,Laptop,Electronics,3,33886,East,2023-03-09 02:00:00
1612,Phone,Accessories,3,16441,South,2023-03-09 03:00:00
1613,Smartwatch,Electronics,1,15704,North,2023-03-09 04:00:00
1614,Headphones,Electronics,2,44561,North,2023-03-09 05:00:00
1615,Tablet,Electronics,4,4110,South,2023-03-09 06:00:00
1616,Smartwatch,Accessories,4,1968,West,2023-03-09 07:00:00
1617,Tablet,Accessories,2,21777,West,2023-03-09 08:00:00
1618,Tablet,Accessories,3,39430,East,2023-03-09 09:00:00
1619,Headphones,Accessories,1,29168,East,2023-03-09 10:00:00
1620,Laptop,Accessories,2,30779,East,2023-03-09 11:00:00
1621,Phone,Accessories,4,29363,West,2023-03-09 12:00:00
1622,Tablet,Electronics,2,38098,South,2023-03-09 13:00:00
1623,Smartwatch,Electronics,1,29135,South,2023-03-09 14:00:00
1624,Headphones,Electronics,1,40460,North,2023-03-09 15:00:00
1625,Headphones,Accessories,3,46832,North,2023-03-09 16:00:00
1626,Smartwatch,Accessories,1,40055,North,2023-03-09 17:00:00
1627,Tablet,Accessories,2,9951,East,2023-03-09 18:00:00
1628,Tablet,Electronics,2,46981,West,2023-03-09 19:00:00
1629,Tablet,Electronics,1,47175,West,2023-03-09 20:00:00
1630,Smartwatch,Accessories,2,18509,South,2023-03-09 21:00:00
1631,Tablet,Accessories,1,29317,North,2023-03-09 22:00:00
1632,Smartwatch,Accessories,2,37874,West,2023-03-09 23:00:00
1633,Headphones,Accessories,3,11285,West,2023-03-10 00:00:00
1634,Smartwatch,Accessories,4,30988,West,2023-03-10 01:00:00
1635,Phone,Electronics,4,46296,North,2023-03-10 02:00:00
1636,Laptop,Accessories,3,25881,North,2023-03-10 03:00:00
1637,Laptop,Electronics,4,23571,East,2023-03-10 04:00:00
1638,Phone,Accessories,3,45768,North,2023-03-10 05:00:00
1639,Smartwatch,Accessories,2,10183,South,2023-03-10 06:00:00
1640,Laptop,Accessories,1,45190,East,2023-03-10 07:00:00
1641,Phone,Electronics,4,26818,East,2023-03-10 08:00:00
1642,Tablet,Electronics,1,25744,East,2023-03-10 09:00:00
1643,Phone,Accessories,2,47462,North,2023-03-10 10:00:00
1644,Laptop,Accessories,1,47054,South,2023-03-10 11:00:00
1645,Smartwatch,Accessories,3,24684,West,2023-03-10 12:00:00
1646,Smartwatch,Accessories,3,17603,North,2023-03-10 13:00:00
1647,Smartwatch,Accessories,2,19676,East,2023-03-10 14:00:00
1648,Laptop,Electronics,3,18933,South,2023-03-10 15:00:00
1649,Tablet,Accessories,1,32961,East,2023-03-10 16:00:00
1650,Smartwatch,Accessories,3,39954,West,2023-03-10 17:00:00
1651,Headphones,Accessories,4,27503,North,2023-03-10 18:00:00
1652,Tablet,Electronics,4,13977,South,2023-03-10 19:00:00
1653,Phone,Accessories,1,38930,East,2023-03-10 20:00:00
1654,Headphones,Electronics,4,21022,North,2023-03-10 21:00:00
1655,Tablet,Accessories,4,38744,East,2023-03-10 22:00:00
1656,Laptop,Electronics,1,39166,North,2023-03-10 23:00:00
1657,Headphones,Accessories,1,30172,West,2023-03-11 00:00:00
1658,Tablet,Electronics,3,6434,North,2023-03-11 01:00:00
1659,Tablet,Accessories,2,26476,East,2023-03-11 02:00:00
1660,Tablet,Accessories,2,20905,West,2023-03-11 03:00:00
1661,Tablet,Electronics,1,22507,East,2023-03-11 04:00:00
1662,Smartwatch,Accessories,1,37934,North,2023-03-11 05:00:00
1663,Headphones,Accessories,1,6536,East,2023-03-11 06:00:00
1664,Tablet,Electronics,3,32034,South,2023-03-11 07:00:00
1665,Phone,Electronics,1,706,West,2023-03-11 08:00:00
1666,Tablet,Electronics,4,27008,East,2023-03-11 09:00:00
1667,Smartwatch,Accessories,1,6079,East,2023-03-11 10:00:00
1668,Headphones,Accessories,1,44664,East,2023-03-11 11:00:00
1669,Headphones,Electronics,2,5639,North,2023-03-11 12:00:00
1670,Tablet,Electronics,2,23549,East,2023-03-11 13:00:00
1671,Tablet,Accessories,2,37628,North,2023-03-11 14:00:00
1672,Phone,Electronics,1,43998,West,2023-03-11 15:00:00
1673,Headphones,Electronics,1,4616,South,2023-03-11 16:00:00
1674,Headphones,Electronics,2,7259,South,2023-03-11 17:00:00
1675,Headphones,Electronics,4,27619,South,2023-03-11 18:00:00
1676,Laptop,Electronics,3,43630,East,2023-03-11 19:00:00
1677,Headphones,Accessories,3,3706,East,2023-03-11 20:00:00
1678,Headphones,Accessories,3,39527,South,2023-03-11 21:00:00
1679,Phone,Accessories,1,16090,East,2023-03-11 22:00:00
1680,Phone,Electronics,4,10285,South,2023-03-11 23:00:00
1681,Smartwatch,Electronics,3,6333,North,2023-03-12 00:00:00
1682,Phone,Electronics,3,45509,South,2023-03-12 01:00:00
1683,Headphones,Accessories,1,42503,West,2023-03-12 02:00:00
1684,Headphones,Accessories,1,49544,South,2023-03-12 03:00:00
1685,Headphones,Accessories,4,26544,South,2023-03-12 04:00:00
1686,Phone,Accessories,3,49347,North,2023-03-12 05:00:00
1687,Tablet,Accessories,1,12033,South,2023-03-12 06:00:00
1688,Laptop,Accessories,4,26404,South,2023-03-12 07:00:00
1689,Smartwatch,Electronics,3,45751,South,2023-03-12 08:00:00
1690,Tablet,Accessories,1,22778,North,2023-03-12 09:00:00
1691,Laptop,Electronics,2,7423,North,2023-03-12 10:00:00
1692,Phone,Accessories,3,11886,South,2023-03-12 11:00:00
1693,Smartwatch,Accessories,3,29219,West,2023-03-12 12:00:00
1694,Smartwatch,Electronics,4,16387,South,2023-03-12 13:00:00
1695,Phone,Electronics,2,5699,South,2023-03-12 14:00:00
1696,Tablet,Accessories,3,42044,East,2023-03-12 15:00:00
1697,Laptop,Electronics,4,16665,North,2023-03-12 16:00:00
1698,Headphones,Accessories,1,16069,North,2023-03-12 17:00:00
1699,Headphones,Accessories,1,9872,East,2023-03-12 18:00:00
1700,Laptop,Accessories,4,32714,North,2023-03-12 19:00:00
1701,Headphones,Electronics,1,21909,North,2023-03-12 20:00:00
1702,Tablet,Accessories,1,42096,South,2023-03-12 21:00:00
1703,Phone,Accessories,2,45473,South,2023-03-12 22:00:00
1704,Headphones,Electronics,3,13497,North,2023-03-12 23:00:00
1705,Phone,Electronics,1,23094,East,2023-03-13 00:00:00
1706,Headphones,Accessories,4,32075,West,2023-03-13 01:00:00
1707,Headphones,Electronics,3,19891,South,2023-03-13 02:00:00
1708,Smartwatch,Accessories,3,48532,East,2023-03-13 03:00:00
1709,Headphones,Electronics,3,46024,North,2023-03-13 04:00:00
1710,Smartwatch,Accessories,1,24562,North,2023-03-13 05:00:00
1711,Laptop,Electronics,2,15627,East,2023-03-13 06:00:00
1712,Headphones,Electronics,3,49922,East,2023-03-13 07:00:00
1713,Headphones,Accessories,2,33339,West,2023-03-13 08:00:00
1714,Headphones,Electronics,3,26088,South,2023-03-13 09:00:00
1715,Smartwatch,Electronics,3,34471,North,2023-03-13 10:00:00
1716,Headphones,Accessories,2,25755,East,2023-03-13 11:00:00
1717,Tablet,Electronics,3,18301,East,2023-03-13 12:00:00
1718,Laptop,Electronics,4,45590,North,2023-03-13 13:00:00
1719,Phone,Electronics,4,47527,West,2023-03-13 14:00:00
1720,Phone,Electronics,4,24499,West,2023-03-13 15:00:00
1721,Smartwatch,Electronics,1,10350,East,2023-03-13 16:00:00
1722,Laptop,Electronics,2,41005,West,2023-03-13 17:00:00
1723,Laptop,Accessories,3,47571,East,2023-03-13 18:00:00
1724,Phone,Accessories,1,13967,East,2023-03-13 19:00:00
1725,Smartwatch,Accessories,4,6220,West,2023-03-13 20:00:00
1726,Tablet,Electronics,2,803,West,2023-03-13 21:00:00
1727,Laptop,Accessories,2,37098,North,2023-03-13 22:00:00
1728,Phone,Electronics,2,3762,East,2023-03-13 23:00:00
1729,Tablet,Electronics,3,26213,North,2023-03-14 00:00:00
1730,Tablet,Accessories,1,49512,North,2023-03-14 01:00:00
1731,Tablet,Electronics,4,16376,West,2023-03-14 02:00:00
1732,Headphones,Accessories,4,28068,East,2023-03-14 03:00:00
1733,Tablet,Electronics,4,8433,East,2023-03-14 04:00:00
1734,Tablet,Electronics,1,4899,West,2023-03-14 05:00:00
1735,Phone,Electronics,2,34920,West,2023-03-14 06:00:00
1736,Smartwatch,Electronics,1,1820,North,2023-03-14 07:00:00
1737,Headphones,Electronics,3,45310,West,2023-03-14 08:00:00
1738,Phone,Electronics,3,19478,South,2023-03-14 09:00:00
1739,Phone,Accessories,3,32942,South,2023-03-14 10:00:00
1740,Tablet,Accessories,3,17322,South,2023-03-14 11:00:00
1741,Headphones,Accessories,4,15905,North,2023-03-14 12:00:00
1742,Smartwatch,Accessories,1,24310,South,2023-03-14 13:00:00
1743,Smartwatch,Accessories,4,21138,East,2023-03-14 14:00:00
1744,Phone,Electronics,4,29091,East,2023-03-14 15:00:00
1745,Headphones,Electronics,1,42427,South,2023-03-14 16:00:00
1746,Phone,Electronics,4,33794,East,2023-03-14 17:00:00
1747,Phone,Electronics,4,6264,South,2023-03-14 18:00:00
1748,Smartwatch,Accessories,1,37439,South,2023-03-14 19:00:00
1749,Smartwatch,Electronics,4,40812,East,2023-03-14 20:00:00
1750,Phone,Electronics,2,40781,South,2023-03-14 21:00:00
1751,Smartwatch,Accessories,4,35053,East,2023-03-14 22:00:00
1752,Smartwatch,Accessories,4,33297,West,2023-03-14 23:00:00
1753,Tablet,Electronics,2,31748,East,2023-03-15 00:00:00
1754,Tablet,Accessories,1,21694,East,2023-03-15 01:00:00
1755,Laptop,Electronics,1,9330,East,2023-03-15 02:00:00
1756,Laptop,Electronics,2,42417,West,2023-03-15 03:00:00
1757,Phone,Electronics,2,14097,East,2023-03-15 04:00:00
1758,Phone,Accessories,2,38909,North,2023-03-15 05:00:00
1759,Phone,Accessories,2,21624,East,2023-03-15 06:00:00
1760,Phone,Accessories,3,8021,West,2023-03-15 07:00:00
1761,Smartwatch,Accessories,2,15586,North,2023-03-15 08:00:00
1762,Laptop,Accessories,3,8962,West,2023-03-15 09:00:00
1763,Phone,Electronics,3,19534,East,2023-03-15 10:00:00
1764,Tablet,Accessories,4,37584,West,2023-03-15 11:00:00
1765,Smartwatch,Accessories,3,24420,East,2023-03-15 12:00:00
1766,Laptop,Accessories,2,46808,South,2023-03-15 13:00:00
1767,Smartwatch,Accessories,3,22292,South,2023-03-15 14:00:00
1768,Headphones,Electronics,3,31172,North,2023-03-15 15:00:00
1769,Phone,Accessories,2,780,South,2023-03-15 16:00:00
1770,Tablet,Electronics,1,9802,East,2023-03-15 17:00:00
1771,Laptop,Accessories,3,13658,North,2023-03-15 18:00:00
1772,Smartwatch,Electronics,2,26563,South,2023-03-15 19:00:00
1773,Laptop,Electronics,4,45719,South,2023-03-15 20:00:00
1774,Headphones,Electronics,4,16420,East,2023-03-15 21:00:00
1775,Tablet,Electronics,1,19588,East,2023-03-15 22:00:00
1776,Smartwatch,Electronics,3,30441,North,2023-03-15 23:00:00
1777,Headphones,Accessories,2,35071,South,2023-03-16 00:00:00
1778,Tablet,Accessories,1,9768,North,2023-03-16 01:00:00
1779,Phone,Electronics,3,18117,South,2023-03-16 02:00:00
1780,Laptop,Electronics,4,27690,East,2023-03-16 03:00:00
1781,Headphones,Accessories,1,1734,East,2023-03-16 04:00:00
1782,Laptop,Electronics,4,46808,North,2023-03-16 05:00:00
1783,Laptop,Electronics,1,22738,East,2023-03-16 06:00:00
1784,Headphones,Accessories,1,34220,North,2023-03-16 07:00:00
1785,Headphones,Electronics,4,47341,East,2023-03-16 08:00:00
1786,Smartwatch,Accessories,2,45578,South,2023-03-16 09:00:00
1787,Tablet,Accessories,4,31388,North,2023-03-16 10:00:00
1788,Phone,Electronics,4,13184,North,2023-03-16 11:00:00
1789,Tablet,Accessories,3,3739,North,2023-03-16 12:00:00
1790,Phone,Electronics,1,20169,South,2023-03-16 13:00:00
1791,Phone,Accessories,3,21998,East,2023-03-16 14:00:00
1792,Smartwatch,Electronics,1,44477,North,2023-03-16 15:00:00
1793,Tablet,Electronics,1,17262,East,2023-03-16 16:00:00
1794,Headphones,Accessories,1,40883,South,2023-03-16 17:00:00
1795,Laptop,Accessories,4,22583,North,2023-03-16 18:00:00
1796,Smartwatch,Accessories,2,45122,North,2023-03-16 19:00:00
1797,Smartwatch,Electronics,2,17797,South,2023-03-16 20:00:00
1798,Smartwatch,Electronics,3,37258,East,2023-03-16 21:00:00
1799,Headphones,Accessories,3,28450,South,2023-03-16 22:00:00
1800,Laptop,Accessories,2,22565,West,2023-03-16 23:00:00
1801,Phone,Accessories,2,28945,North,2023-03-17 00:00:00
1802,Headphones,Electronics,3,21757,West,2023-03-17 01:00:00
1803,Tablet,Accessories,4,27048,West,2023-03-17 02:00:00
1804,Tablet,Accessories,3,41461,East,2023-03-17 03:00:00
1805,Headphones,Electronics,2,23177,East,2023-03-17 04:00:00
1806,Smartwatch,Accessories,1,17941,East,2023-03-17 05:00:00
1807,Headphones,Accessories,4,19286,East,2023-03-17 06:00:00
1808,Laptop,Electronics,3,2943,South,2023-03-17 07:00:00
1809,Phone,Accessories,1,12396,West,2023-03-17 08:00:00
1810,Phone,Electronics,1,35001,South,2023-03-17 09:00:00
1811,Phone,Electronics,3,30366,East,2023-03-17 10:00:00
1812,Phone,Electronics,1,22055,South,2023-03-17 11:00:00
1813,Smartwatch,Electronics,1,13953,North,2023-03-17 12:00:00
1814,Tablet,Accessories,2,33571,South,2023-03-17 13:00:00
1815,Tablet,Accessories,1,32258,South,2023-03-17 14:00:00
1816,Headphones,Accessories,4,21139,North,2023-03-17 15:00:00
1817,Phone,Electronics,3,2609,East,2023-03-17 16:00:00
1818,Tablet,Electronics,4,16848,South,2023-03-17 17:00:00
1819,Laptop,Accessories,3,17104,West,2023-03-17 18:00:00
1820,Headphones,Accessories,1,7373,West,2023-03-17 19:00:00
1821,Smartwatch,Accessories,3,2791,West,2023-03-17 20:00:00
1822,Tablet,Accessories,3,46390,West,2023-03-17 21:00:00
1823,Phone,Electronics,4,48839,East,2023-03-17 22:00:00
1824,Smartwatch,Electronics,2,28193,South,2023-03-17 23:00:00
1825,Laptop,Accessories,4,37662,West,2023-03-18 00:00:00
